x[m],y[m]
0.0,0.43
0.00509054336466943,0.4345835431984896
0.01013463901917821,0.43911054971494223
0.015148389879574349,0.4436005125262876
0.020132197451782078,0.4480538505600445
0.02508645551353472,0.4524709746143576
0.030011550311434612,0.4568522875649915
0.03490786075175662,0.46119818456575534
0.03977575858523213,0.46550905324260783
0.04461560858604014,0.4697852738816806
0.049427768725222136,0.47402721961144695
0.054212590338727905,0.4782352565792538
0.05897041829029077,0.4824097441224254
0.0637015911293219,0.4865510349341376
0.06840644124400556,0.490659475224254
0.07308529500976921,0.49473540487530643
0.07773847293329528,0.4987791575937949
0.08236628979223426,0.5027910610569747
0.08696905477077228,0.5067714370552918
0.09154707159119982,0.5107206016306199
0.09610063864162238,0.5146388652104479
0.10063004909994809,0.518526532738158
0.10513559105428162,0.5223839037995326
0.10961754761984889,0.526211272745619
0.11407619705257156,0.5300089288120765
0.11851181285940612,0.5337771562351286
0.12292466390555731,0.5375162343642328
0.12731501451867158,0.5412264377715822
0.1316831245901121,0.5449080363585417
0.13602924967341293,0.5485612954591249
0.14035364108000564,0.5521864759406075
0.14465654597230931,0.5557838343013733
0.14893820745426967,0.559353622766083
0.1531988646594314,0.5628960893782538
0.15743875283662342,0.5664114780903339
0.1616581034333346,0.569900028851353
0.16585714417685363,0.5733619776922269
0.1700360991532454,0.5767975568087897
0.1741951888842319,0.58020699464263
0.17833463040204423,0.583590515959795
0.1824546373223098,0.5869483419274351
0.18655541991503585,0.5902806901884489
0.19063718517374892,0.5935877749341952
0.194700136882847,0.5968698069753282
0.19874447568321996,0.6001269938108161
0.20277039913619074,0.6033595396951982
0.20677810178582917,0.6065676457041341
0.21076777521968731,0.6097515097982974
0.21473960812800413,0.6129113268856631
0.21869378636142564,0.6160472888822381
0.22263049298728463,0.6191595847712807
0.226549908344483,0.6222484006610538
0.23045221009701802,0.6253139198411561
0.23433757328619237,0.6283563228374732
0.23820617038154654,0.6313757874657878
0.24205817133055102,0.63437248888409
0.24589374360709393,0.6373465996436241
0.2497130522587992,0.6402982897387086
0.2535162599532087,0.6432277266553665
0.25730352702286086,0.6461350754187968
0.26107501150929713,0.6490204986397224
0.26483086920602694,0.6518841565596473
0.2685712537004799,0.6547262070950501
0.27229631641497437,0.6575468058805485
0.27600620664672926,0.6603461063110592
0.27970107160694613,0.6631242595829844
0.2833810564589869,0.6658814147344506
0.28704630435567247,0.6686177186846254
0.29069695647572585,0.6713333162721384
0.2943331520593837,0.674028350292631
0.29795502844319843,0.6767029615354574
0.30156272109405274,0.6793572888195618
0.3051563636424084,0.6819914690285523
0.3087360879148087,0.6846056371449939
0.31230202396565576,0.6871999262839413
0.3158543001082806,0.6897744677257325
0.3193930429453258,0.692329390948061
0.32291837739845825,0.694864823657348
0.32643042673742984,0.6973808918194311
0.32992931260850233,0.6998777196895881
0.33341515506225433,0.7023554298419137
0.33688807258078474,0.704814143198065
0.3403481821043295,0.7072539790553933
0.34379559905730606,0.7096750551144764
0.3472304373738,0.7120774875060681
0.35065280952250855,0.71446139081748
0.3540628265311543,0.7168268781184076
0.35746059801038255,0.7191740609862194
0.36084623217715545,0.7215030495307166
0.36421983587765505,0.7238139524183826
0.36758151460970806,0.7261068768961302
0.37093137254474373,0.7283819288145623
0.3742695125492965,0.7306392126507573
0.3775960362060646,0.7328788315305892
0.3809110438345353,0.7351008872505972
0.384214634511188,0.7373054802994126
0.3875069060892845,0.7394927098787557
0.39078795521825704,0.7416626739240131
0.39405787736270337,0.7438154691244043
0.39731676682099887,0.7459511909427496
0.40056471674353433,0.7480699336348466
0.4038018191505882,0.7501717902684665
0.4070281649498428,0.752256852741978
0.41024384395355157,0.754325211802609
0.413448944895367,0.7563769570643539
0.4166435554468359,0.7584121770255339
0.4198277622335707,0.7604309590860208
0.42300165085110386,0.7624333895641302
0.4261653058804326,0.7644195537131928
0.42931881090326157,0.7663895357378112
0.43246224851694975,0.7683434188098087
0.43559570034916917,0.7702812850838786
0.438719247072281,0.7722032157129401
0.4418329684174363,0.7741092908632075
0.44493694318840726,0.7759995897289786
0.4480312492751549,0.7778741905471518
0.45111596366713946,0.779733170611473
0.4541911624663789,0.7815766062865229
0.4572569209002614,0.7834045730214493
0.460313313334117,0.7852171453634477
0.4633604132835544,0.7870143969710002
0.46639829342656663,0.7887964006268743
0.46942702561541283,0.7905632282508892
0.4724466808882787,0.7923149509124534
0.4754573294807222,0.7940516388428801
0.47845904083690866,0.7957733614474838
0.48145188362063895,0.7974801873174641
0.4844359257261768,0.7991721842415805
0.48741123428887806,0.8008494192176241
0.49037787569562746,0.802511958463688
0.4933359155950855,0.8041598674292445
0.49628541890775113,0.8057932108060302
0.4992264498358428,0.807412052538744
0.5021590718730023,0.8090164558355635
0.5050833478138255,0.8106064831784808
0.5079993397632221,0.8121821963334653
0.5109071091456105,0.8137436563604534
0.5138067167139487,0.8152909236231718
0.5166982225586059,0.8168240577987956
0.519581686116078,0.8183431178874474
0.5224571661775503,0.8198481622215376
0.5253247208973101,0.8213392484749515
0.5281844078010122,0.8228164336720866
0.5310362837938015,0.8242797741967406
0.5338804051682944,0.8257293258008567
0.5367168276124215,0.8271651436131269
0.5395456062171362,0.8285872821474566
0.5423667954839905,0.8299957953112943
0.5451804493325803,0.8313907364138281
0.5479866211078647,0.8327721581740523
0.5507853635873599,0.8341401127287068
0.553576728988211,0.8354946516400921
0.5563607689741444,0.8368358259037615
0.559137534662303,0.8381636859560943
0.5619070766299652,0.8394782816817515
0.5646694449211529,0.8407796624210172
0.5674246890531277,0.8420678769770265
0.5701728580227795,0.8433429736228845
0.5729140003129081,0.8446050001086768
0.5756481638984015,0.845854003668374
0.5783753962523113,0.8470900310266333
0.5810957443518289,0.8483131284054972
0.5838092546841622,0.8495233415309951
0.5865159732523176,0.8507207156396445
0.5892159455807859,0.8519052954848589
0.5919092167211372,0.8530771253432614
0.5945958312575234,0.8542362490209059
0.597275833312093,0.8553827098594091
0.5999492665503179,0.8565165507419941
0.602616174186234,0.8576378140994474
0.605276598987599,0.8587465419159916
0.6079305832809662,0.859842775735075
0.6105781689566785,0.8609265566650787
0.613219397473783,0.8619979253849458
0.6158543098648668,0.863056922149731
0.6184829467408174,0.8641035867960735
0.6211053482955077,0.8651379587475957
0.6237215543104074,0.8661600770202268
0.6263316041591227,0.8671699802274552
0.6289355368118643,0.8681677065855092
0.6315333908398469,0.869153293918469
0.6341252044196202,0.8701267796633092
0.6367110153373324,0.8710882008748762
0.6392908609929294,0.872037594230798
0.6418647784042879,0.8729749960363316
0.6444328042112869,0.8739004422291458
0.6469949746798158,0.8748139683840429
0.6495513257057229,0.8757156097176196
0.652101892818703,0.8766054010928681
0.6546467111861272,0.8774833770237187
0.6571858156168144,0.8783495716795259
0.6597192405647477,0.879204018889497
0.6622470201327334,0.8800467521470665
0.6647691880760074,0.8808778046142164
0.6672857778057871,0.8816972091257426
0.6697968223927718,0.8825049981934696
0.6723023545705907,0.8833012040104149
0.6748024067392013,0.8840858584549015
0.6772970109682378,0.8848589930946226
0.679786199000311,0.8856206391906574
0.6822700022542608,0.8863708277014394
0.6847484518283616,0.8871095892866786
0.6872215785034816,0.8878369543112372
0.6896894127461975,0.8885529528489613
0.6921519847118648,0.8892576146864678
0.6946093242476441,0.8899509693268887
0.697061460895486,0.8906330459935724
0.6995084238950733,0.891303873633744
0.7019502421867221,0.8919634809221237
0.7043869444142434,0.8926118962645061
0.7068185589277647,0.8932491478012988
0.7092451137865126,0.8938752634110236
0.7116666367615581,0.8944902707137785
0.714083155338524,0.895094197074663
0.716494696720256,0.895687069607166
0.7189012878294578,0.8962689151765185
0.7213029553112913,0.89683976040301
0.7236997255359412,0.8973996316652701
0.7260916246011472,0.897948555103517
0.7284786783347019,0.8984865566227704
0.7308609122969166,0.8990136618960333
0.7332383517830547,0.8995298963674395
0.7356110218257342,0.9000352852553708
0.7379789471972988,0.9005298535555415
0.74034215241216,0.9010136260440526
0.7427006617291079,0.9014866272804153
0.7450544991535948,0.9019488816105451
0.7474036884399892,0.9024004131697261
0.749748253093802,0.902841245885546
0.7520882163738862,0.9032714034808039
0.7544236012946088,0.9036909094763886
0.7567544306279969,0.9040997871941303
0.759080726905858,0.9044980597596249
0.7614025124218755,0.9048857501050318
0.7637198092336784,0.9052628809718447
0.7660326391648881,0.9056294749136377
0.7683410238071402,0.9059855542987846
0.7706449845220842,0.9063311413131542
0.7729445424433594,0.90666625796278
0.7752397184785493,0.9069909260765062
0.7775305333111135,0.907305167308609
0.7798170074022985,0.9076090031413947
0.7820991609930276,0.9079024548877745
0.7843770141057698,0.9081855436938159
0.7866505865463893,0.9084582905412713
0.7889198979059748,0.9087207162500849
0.7911849675626496,0.9089728414808766
0.7934458146833626,0.9092146867374051
0.7957024582256615,0.9094462723690081
0.7979549169394473,0.9096676185730225
0.8002032093687113,0.9098787453971829
0.8024473538532546,0.9100796727419997
0.8046873685303912,0.9102704203631165
0.8069232713366339,0.910451007873647
0.8091550800093641,0.9106214547464925
0.8113828120884862,0.9107817803166393
0.8136064849180658,0.9109320037834361
0.815826115647953,0.911072144212853
0.8180417212353915,0.9112022205397201
0.8202533184466118,0.9113222515699484
0.8224609238584111,0.911432255982731
0.8246645538597197,0.9115322523327262
0.826864224653153,0.9116222590522216
0.8290599522565504,0.9117022944532812
0.8312517525045016,0.911772376729873
0.8334396410498599,0.9118325239599794
0.8356236333652435,0.9118827541076898
0.8378037447445238,0.9119230850252757
0.8399799903043031,0.9119535344552482
0.84215238498538,0.9119741200323975
0.8443209435542033,0.9119848592858167
0.8464856806043154,0.9119857696409073
0.8486466105577848,0.9119768684213676
0.8508037476666279,0.9119581728511656
0.8529571060142205,0.911929700056494
0.8551066995166993,0.9118914670677084
0.8572525419243539,0.9118434908212502
0.8593946468230084,0.9117857881615518
0.8615330276353945,0.9117183758429261
0.8636676976225153,0.91164127053144
0.865798669884999,0.9115544888067704
0.8679259573644459,0.9114580471640462
0.870049572844765,0.9113519620156725
0.8721695289535034,0.9112362496931393
0.8742858381631667,0.911110926448815
0.8763985127925324,0.910976008457723
0.8785075650079549,0.9108315118193037
0.8806130068246625,0.9106774525591596
0.8827148501080481,0.9105138466307857
0.8848131065749516,0.910340709917284
0.8869077877949358,0.9101580582330618
0.888998905191555,0.9099659073255157
0.8910864700436167,0.9097642728766991
0.8931704934864376,0.9095531705049748
0.8952509865130915,0.9093326157666515
0.8973279599756524,0.9091026241576063
